Timestamp,RR
1657550182.964452,746
1657550182.965052,738
1657550183.828652,709
1657550184.825773,725
1657550185.823283,752
1657550186.820725,750
1657550187.818715,739
1657550188.816144,746
1657550189.813835,768
1657550190.811321,784
1657550191.808762,739
1657550192.80626,732
1657550193.803753,721
1657550195.798936,709
1657550195.799615,721
1657550196.796211,731
1657550197.793808,716
