Timestamp,RR
1657549691.778229,603
1657549692.800174,718
1657549693.823944,792
1657549694.798925,773
1657549695.774034,692
1657549696.797694,682
1657549697.772691,697
1657549698.796464,678
1657549699.771457,726
1657549700.795256,727
