Timestamp,RR
1657550134.165098,603
1657550134.165611,636
1657550134.778025,718
1657550135.800195,749
1657550136.775246,863
1657550137.798992,874
1657550138.774588,880
1657550139.797748,741
1657550140.82149,732
1657550141.796523,701
1657550142.772078,672
1657550143.795349,649
1657550144.770258,642
1657550145.842824,645
1657550146.818357,663
1657550147.792935,696
1657550148.767924,669
1657550149.791619,663
